"up_mid","视频标题","视频链接","bvid","播放数","弹幕数","投币数","点赞数","分享数","收藏数","cid","分区","封面","时长（秒）","粉丝数","历史点赞数","历史稿件数","p_rating","源文件","封面评论","trending","emotion","visual","creativity"
1940702417,"日本的未来15","https://www.bilibili.com/video/BV1zdQhY4E5F","BV1zdQhY4E5F",106,0,0,2,0,1,28900854537,"日常","http://i0.hdslb.com/bfs/archive/f828954831acac97040dbbf5ac989bf6de6d0a56.jpg",235,14852,101247,289,350.3356401384083,"merged.csv","图中无标题文字。画面构图为一人手持手机，镜头特写其手部和手机，背景模糊，突出主体。色彩风格以冷色调为主，白色、黑色和灰色占比大，营造简洁现代感。吸睛元素为人物手部动作和手机屏幕的反光。整体感觉简洁、科技感强，传递专注或互动的氛围。",0.45,0.38,0.6,0.55
4143984,"鲁迪再次重逢前女友！猫狗为何要决斗呢？《无职转生》剧情解说第十三卷下","https://www.bilibili.com/video/BV1udQ8YBEeS","BV1udQ8YBEeS",9516,238,880,1023,20,249,28893907005,"动漫杂谈","http://i1.hdslb.com/bfs/archive/abcaf53218e983b3ae6b47dfc2a81468a4a79496.jpg",2347,212979,1678376,253,6633.897233201581,"merged.csv","图中有标题文字，为“猫狗大战”，字体较大，颜色为白色，带红色描边，位于左上角。画面构图以两个表情夸张的角色为主，一个黑发角色和一个白发角色对峙，眼睛瞪大、表情愤怒。色彩风格鲜艳，对比强烈，主要以红色和白色为主。吸睛元素包括夸张的表情、动态的线条和鲜艳的颜色。整体感觉充满戏剧性和冲突感，具有漫画式的幽默与张力。",0.82,0.88,0.9,0.85
3070160,"「助眠温泉白噪音」Ancient Roman Bath Ambience | Water Bubble Sounds for Sleep, Study...","https://www.bilibili.com/video/BV1HaRjYtEfx","BV1HaRjYtEfx",20,0,0,0,0,1,28800059952,"日常","http://i1.hdslb.com/bfs/archive/287a49bea216793ad467099f20141dac4e93c988.jpg",28801,411,1217,156,7.801282051282051,"merged.csv","图中无标题文字。画面构图为对称式，中央是一个深邃的泳池，两侧是高大的石柱和墙面，顶部有暖黄色的灯光点缀。色彩风格以冷色调为主，泳池水面反射出微弱的光，整体氛围神秘而宁静。吸睛元素为泳池中央漂浮的不明物体和两侧石柱的光影效果。整体感觉阴郁、沉静且略带悬疑感。",0.55,0.62,0.7,0.58
28124865,"【齐司礼】穿衣口诀","https://www.bilibili.com/video/BV1MrRMYJERp","BV1MrRMYJERp",289,0,0,5,0,1,28787933360,"手机游戏","http://i2.hdslb.com/bfs/archive/6b76a438de127ea603432d6906c9441567621c9c.jpg",40,1769,91259,1347,67.74981440237565,"merged.csv","图中有标题文字，内容为“希望你真的把我说的穿衣口诀记在心里。”“不用着急，因为料想到这种情况，我预留了你手忙脚乱的时间。”“需要帮忙的话就叫我，我就在楼下。”文字为白色，字体大小适中，风格简洁。

画面构图为对话框形式，色彩风格温馨柔和，主要以粉色和白色为主。吸睛元素是对话框中的卡通人物形象，整体感觉轻松、可爱且富有生活气息。",0.78,0.8,0.83,0.75
592004400,"ドラフト候補者プロフィール④：須藤凜々花","https://www.bilibili.com/video/BV1MG9QYNEau","BV1MG9QYNEau",23,1,0,4,0,0,28741927754,"明星综合","http://i2.hdslb.com/bfs/archive/ba4af4ab2fe03fd8f9806e4e7219d0c413d4e56c.jpg",222,6194,40140,7123,5.635266039590061,"merged.csv","图中有标题文字，内容为“ダンス”，字体为白色，样式为简洁的无衬线字体，大小适中。画面构图以人物为主，人物位于中央偏左，背景为浅色墙面，色彩风格简洁明快。吸睛元素为人物的面部表情和手势，整体感觉清新自然、轻松活泼。",0.6,0.65,0.72,0.68
3546646617000070,"3.1  下  04  03","https://www.bilibili.com/video/BV1EFX4YVE8v","BV1EFX4YVE8v",124,0,0,0,0,0,29012791094,"手机游戏","http://i2.hdslb.com/bfs/archive/0d62870211c9249633f7f3a6e047840b8eb8a5b4.jpg",22,8,1549,542,2.857933579335793,"merged.csv","图中有标题文字，显示为“T. RESTOR”。文字大小适中，字体为简约的无衬线字体，颜色为白色，带有黑色描边，易于辨认。

画面构图为两名角色背对观众站立，左侧角色赤裸上身，右侧角色穿着长袍。背景为室内场景，色彩风格偏向复古与暗沉，以棕褐色和灰色为主。吸睛元素为角色的服饰细节和背景中的装饰品。整体感觉神秘且充满故事性，具有中世纪或奇幻风格。",0.5,0.55,0.65,0.6
693482621,"能救一个是一个，千万不要在多重施法里玩镜","https://www.bilibili.com/video/BV1oFX4YGEjY","BV1oFX4YGEjY",86907,45,16,1225,53,70,29012724686,"电子竞技","http://i2.hdslb.com/bfs/archive/4db77829fd665a0351c18345dd3f642eea28162b.jpg",130,23,249,35,7.114285714285714,"merged.csv","图中有标题文字，内容为“长歌怀采薇（镜）没赤过史的可以来多霞施法玩一下镜”，字体为白色，大小适中，采用简洁的无衬线字体。画面构图以深色背景为主，中央有一个蓝色圆形图标，图标内有白色线条图案，显得简约而神秘。整体色彩风格冷色调为主，吸睛元素是中央的蓝色图标和白色文字。整体感觉现代且略带科技感。",0.7,0.75,0.8,0.72
40919475,"美国六代机来了，F-47结果深度分析！","https://www.bilibili.com/video/BV1oEXWYYEct","BV1oEXWYYEct",642,0,0,16,0,1,29012460752,"科学科普","http://i2.hdslb.com/bfs/archive/c269cb32050d6fb6609dfe0e0149181407227906.jpg",120,8690,262805,41,6409.878048780488,"merged.csv","图中有标题文字，内容为“美国六代机 F-47来了”，字体为白色，大小适中，样式为简洁的无衬线字体。画面构图以深色背景为主，前景突出一个尖锐的机头形状，色彩风格冷峻、科技感强。吸睛元素是机头的流线型设计和白色高光，整体感觉神秘、未来感十足。",0.85,0.78,0.88,0.82
627040687,"1500左右，四款价格大跳水的影像旗舰！","https://www.bilibili.com/video/BV1kZXrYfEtV","BV1kZXrYfEtV",7089,5,8,107,1,264,28984410888,"数码","http://i2.hdslb.com/bfs/archive/e0aac2498eb8eeb9aa348a6dca2d36e90e5e8f27.jpg",118,66716,1575454,470,3352.0297872340425,"merged.csv","图中有标题文字，内容为“1500左右 四款价格大跳水的 影像旗舰！”，字体为白色加粗，大小适中，风格醒目。

构图方面，文字居中突出，背景为模糊的手机镜头特写，形成主次分明的效果。色彩风格以冷色调为主，突出科技感。吸睛元素为文字标题和手机镜头细节。整体感觉简洁明了，科技感强，吸引对手机感兴趣的观众。",0.75,0.68,0.85,0.72
3546695392562115,"［一念逍遥］周活动道具数量，修正版。","https://www.bilibili.com/video/BV1oFX4YGEh7","BV1oFX4YGEh7",516,0,0,13,1,4,29012790620,"手机游戏","http://i0.hdslb.com/bfs/archive/41ba8befdfa50f2a1d216f8a751c4d8d2598bb65.jpg",185,89,4604,72,63.94444444444444,"merged.csv","图中有标题文字，内容为“妖兽：白夜虎”，字体为白色，大小适中，样式为简洁的无衬线字体。画面构图以暗色调为主，背景为深蓝渐变色，突出中央的白色妖兽形象（白夜虎），妖兽线条流畅、细节丰富，具有神秘感。吸睛元素是妖兽形象和下方的红色信息框，整体感觉充满奇幻与紧张氛围。",0.62,0.65,0.78,0.69
1634257378,"[OOC致歉][张起灵吃播/COS]吴邪说吃播会火，我信了","https://www.bilibili.com/video/BV17cX4YkExt","BV17cX4YkExt",138,0,0,0,0,0,29012526619,"国产原创相关","http://i2.hdslb.com/bfs/archive/ef209ab82f3356efe6ab81e58806605de69df6c6.jpg",290,30,144,6,24.0,"merged.csv","图中无标题文字。画面构图以人物上半身为焦点，人物穿着深蓝色连帽衫，背景为浅色，视觉上形成对比。色彩风格简洁明快，主要以蓝色和浅色为主，营造出清新感。吸睛元素为人物的服装和模糊处理的脸部，整体感觉干净、简约且略带神秘感。",0.45,0.52,0.6,0.88
690301462,"【3169501】我的最新作品，快来一睹为快！","https://www.bilibili.com/video/BV1ZFX4YGEYC","BV1ZFX4YGEYC",14,0,0,0,0,0,29012790444,"日常","http://i2.hdslb.com/bfs/archive/9e5778b198c3f5cea78d13d7fd02c35e3ab6eb56.jpg",30,39,3,2,1.5,"merged.csv","图中无标题文字。画面构图以黑色边框为主，占据了大部分视觉空间，背景模糊，可能为室内环境的一部分。色彩风格以冷色调为主，黑色边框与浅色背景形成对比，吸睛元素为边框的质感和细节。整体感觉简洁、现代，略带神秘感。",0.3,0.25,0.4,0.35
527371042,"【S785i】最新视频已上线，快来围观！","https://www.bilibili.com/video/BV1ZFX4YGE3D","BV1ZFX4YGE3D",63,0,0,0,0,0,29012788075,"网络游戏","http://i2.hdslb.com/bfs/archive/e4342bcf3806278cefa12826ddb8bc1a731d3af1.jpg",374,347,3860,58,66.55172413793103,"merged.csv","图中无标题文字。画面构图采用对称设计，三个黑色剪影人物并排，背景为深色渐变，带有几何图案。色彩风格冷峻、神秘，主要以黑色和灰色为主。吸睛元素为人物剪影和背后的几何图案，整体感觉科技感强、未来感十足且略带悬疑氛围。",0.4,0.38,0.75,0.65
405025308,"武汉｜纯动物奶油蛋糕定制谁还没有好吃又好看的糕～","https://www.bilibili.com/video/BV1oFX4YGEoK","BV1oFX4YGEoK",447,0,0,6,0,0,29012788781,"美食制作","http://i1.hdslb.com/bfs/archive/338eef754f745ff4acd91cd004de5c91a2345de8.jpg",110,2062,9971,141,70.71631205673759,"merged.csv","图中有标题文字，内容为“欢迎收看己悦的蛋糕频道”，字体为白色，带有黑色描边，大小适中，位于图片中央偏下位置。构图上，画面分为多个区域，展示不同款式的蛋糕，色彩丰富鲜艳，主要以蛋糕的多彩装饰为主。吸睛元素包括多款精美的蛋糕和中间的文字标题。整体感觉活泼、温馨且吸引人。",0.7,0.75,0.82,0.68
595028888,"25广东省考素材系统班-民生","https://www.bilibili.com/video/BV1FXXWYgEJ2","BV1FXXWYgEJ2",36,0,0,1,0,1,29008006176,"职业职场","http://i2.hdslb.com/bfs/archive/d079a26eb5accc9b892b26018719f7b4659de68a.jpg",1785,5136,2274,202,11.257425742574258,"merged.csv","图中有标题文字，文字为“民生服务”，字体较大，使用橙色和红色渐变，粗体加粗样式。下方有较小的白色文字“25广东省考素材系统班”。构图简洁，以蓝色背景为主，文字居中突出。色彩风格明快、醒目，橙红渐变的标题吸引眼球。整体感觉专业、直观，传达信息清晰。",0.55,0.5,0.7,0.6
161181425,"零氪玩家日服第二十九天-养老式对抗","https://www.bilibili.com/video/BV1RPX4YzEuy","BV1RPX4YzEuy",259,0,0,6,0,0,29012854018,"手机游戏","http://i0.hdslb.com/bfs/archive/93c6b26fa92ea7d7d4f709969655d4b2257f0c7d.jpg",25,5210,39494,30,1316.4666666666667,"merged.csv","图中有标题文字，显示为“10.00”，字体为白色，大小适中，样式为简洁的无衬线字体。画面构图为俯视视角，色彩风格偏向冷色调，以灰蓝和白色为主，整体感觉紧张且充满科技感。吸睛元素是中心的动态效果和屏幕下方的蓝色进度条，增加了视觉冲击力。",0.65,0.7,0.8,0.75
3493082817366845,"百万级录音棚听《鸣潮》EP2.1「不羁灵魂之王（虽然是自封）（但包的）」","https://www.bilibili.com/video/BV1qFX4YVEC9","BV1qFX4YVEC9",21355,136,257,2406,32,371,29012659902,"音乐综合","http://i2.hdslb.com/bfs/archive/255c736856faed82158765b0271839cc9b9bddd5.jpg",225,1741621,22892037,2276,10058.01274165202,"merged.csv","图中有标题文字，文字为“鸣潮 不朽鸣潮之王”，字体为白色，大小适中，样式简洁明了。画面构图以中央的动漫角色为主视觉焦点，角色手持武器，姿态英勇，背景为深色调的海面与天空，营造出一种神秘与冒险的氛围。色彩风格以深蓝和黑色为主，辅以角色的亮色衣物形成对比。吸睛元素是中央的角色形象和动态姿态。整体感觉充满动感与奇幻色彩，给人以强烈的视觉冲击和探索欲望。",0.8,0.85,0.9,0.82
28475354,"孩子们，我回来了","https://www.bilibili.com/video/BV1ZFX4YGEjM","BV1ZFX4YGEjM",110,0,2,1,0,0,29012852790,"搞笑","http://i1.hdslb.com/bfs/archive/06bf9e65c070c39c50e94f3ef03d9a35a2f2906b.jpg",121,125,7780,260,29.923076923076923,"merged.csv","图中有标题文字，内容为“CCTV”和“2012”，其中“CCTV”为白色小号字体，“2012”为红色大号字体。画面构图为人物居中，背景为蓝色调舞台灯光效果，色彩风格鲜明，对比度高。吸睛元素是人物的发型和表情，整体感觉充满活力与激情。",0.5,0.55,0.65,0.58
